b'CAMP RATING'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'NONE FOUND'
b'Sehr gut (4.4)'
b'Sehr gut (4.3)'
b'Sehr gut (4.6)'
b'Hervorragend (5)'
b'Sehr gut (4.9)'
b'Sehr gut (4.9)'
b'Sehr gut (4.9)'
b'Sehr gut (4.8)'
b'Sehr gut (4.8)'
b'Sehr gut (4.8)'
b'Sehr gut (4.8)'
b'Sehr gut (4.8)'
b'Sehr gut (4.8)'
b'Sehr gut (4.4)'
b'Sehr gut (4.5)'
